team,season,week,opponent,home_away,points_scored,points_allowed
BUF,2022,1,LAR,away,31,10
LAR,2022,1,BUF,home,10,31
NO,2022,1,ATL,away,27,26
ATL,2022,1,NO,home,26,27
CLE,2022,1,CAR,away,26,24
CAR,2022,1,CLE,home,24,26
SF,2022,1,CHI,away,10,19
CHI,2022,1,SF,home,19,10
PIT,2022,1,CIN,away,23,20
CIN,2022,1,PIT,home,20,23
PHI,2022,1,DET,away,38,35
DET,2022,1,PHI,home,35,38
IND,2022,1,HOU,away,20,20
HOU,2022,1,IND,home,20,20
NE,2022,1,MIA,away,7,20
MIA,2022,1,NE,home,20,7
BAL,2022,1,NYJ,away,24,9
NYJ,2022,1,BAL,home,9,24
JAX,2022,1,WAS,away,22,28
WAS,2022,1,JAX,home,28,22
KC,2022,1,ARI,away,44,21
ARI,2022,1,KC,home,21,44
GB,2022,1,MIN,away,7,23
MIN,2022,1,GB,home,23,7
NYG,2022,1,TEN,away,21,20
TEN,2022,1,NYG,home,20,21
LV,2022,1,LAC,away,19,24
LAC,2022,1,LV,home,24,19
TB,2022,1,DAL,away,19,3
DAL,2022,1,TB,home,3,19
DEN,2022,1,SEA,away,16,17
SEA,2022,1,DEN,home,17,16
LAC,2022,2,KC,away,24,27
KC,2022,2,LAC,home,27,24
NYJ,2022,2,CLE,away,31,30
CLE,2022,2,NYJ,home,30,31
WAS,2022,2,DET,away,27,36
DET,2022,2,WAS,home,36,27
IND,2022,2,JAX,away,0,24
JAX,2022,2,IND,home,24,0
TB,2022,2,NO,away,20,10
NO,2022,2,TB,home,10,20
CAR,2022,2,NYG,away,16,19
NYG,2022,2,CAR,home,19,16
NE,2022,2,PIT,away,17,14
PIT,2022,2,NE,home,14,17
MIA,2022,2,BAL,away,42,38
BAL,2022,2,MIA,home,38,42
ATL,2022,2,LAR,away,27,31
LAR,2022,2,ATL,home,31,27
SEA,2022,2,SF,away,7,27
SF,2022,2,SEA,home,27,7
CIN,2022,2,DAL,away,17,20
DAL,2022,2,CIN,home,20,17
HOU,2022,2,DEN,away,9,16
DEN,2022,2,HOU,home,16,9
ARI,2022,2,LV,away,29,23
LV,2022,2,ARI,home,23,29
CHI,2022,2,GB,away,10,27
GB,2022,2,CHI,home,27,10
TEN,2022,2,BUF,away,7,41
BUF,2022,2,TEN,home,41,7
MIN,2022,2,PHI,away,7,24
PHI,2022,2,MIN,home,24,7
PIT,2022,3,CLE,away,17,29
CLE,2022,3,PIT,home,29,17
NO,2022,3,CAR,away,14,22
CAR,2022,3,NO,home,22,14
HOU,2022,3,CHI,away,20,23
CHI,2022,3,HOU,home,23,20
KC,2022,3,IND,away,17,20
IND,2022,3,KC,home,20,17
BUF,2022,3,MIA,away,19,21
MIA,2022,3,BUF,home,21,19
DET,2022,3,MIN,away,24,28
MIN,2022,3,DET,home,28,24
BAL,2022,3,NE,away,37,26
NE,2022,3,BAL,home,26,37
CIN,2022,3,NYJ,away,27,12
NYJ,2022,3,CIN,home,12,27
LV,2022,3,TEN,away,22,24
TEN,2022,3,LV,home,24,22
PHI,2022,3,WAS,away,24,8
WAS,2022,3,PHI,home,8,24
JAX,2022,3,LAC,away,38,10
LAC,2022,3,JAX,home,10,38
LAR,2022,3,ARI,away,20,12
ARI,2022,3,LAR,home,12,20
ATL,2022,3,SEA,away,27,23
SEA,2022,3,ATL,home,23,27
GB,2022,3,TB,away,14,12
TB,2022,3,GB,home,12,14
SF,2022,3,DEN,away,10,11
DEN,2022,3,SF,home,11,10
DAL,2022,3,NYG,away,23,16
NYG,2022,3,DAL,home,16,23
MIA,2022,4,CIN,away,15,27
CIN,2022,4,MIA,home,27,15
MIN,2022,4,NO,away,28,25
NO,2022,4,MIN,home,25,28
CLE,2022,4,ATL,away,20,23
ATL,2022,4,CLE,home,23,20
TEN,2022,4,IND,away,24,17
IND,2022,4,TEN,home,17,24
WAS,2022,4,DAL,away,10,25
DAL,2022,4,WAS,home,25,10
SEA,2022,4,DET,away,48,45
DET,2022,4,SEA,home,45,48
LAC,2022,4,HOU,away,34,24
HOU,2022,4,LAC,home,24,34
CHI,2022,4,NYG,away,12,20
NYG,2022,4,CHI,home,20,12
JAX,2022,4,PHI,away,21,29
PHI,2022,4,JAX,home,29,21
NYJ,2022,4,PIT,away,24,20
PIT,2022,4,NYJ,home,20,24
BUF,2022,4,BAL,away,23,20
BAL,2022,4,BUF,home,20,23
ARI,2022,4,CAR,away,26,16
CAR,2022,4,ARI,home,16,26
NE,2022,4,GB,away,24,27
GB,2022,4,NE,home,27,24
DEN,2022,4,LV,away,23,32
LV,2022,4,DEN,home,32,23
KC,2022,4,TB,away,41,31
TB,2022,4,KC,home,31,41
LAR,2022,4,SF,away,9,24
SF,2022,4,LAR,home,24,9
IND,2022,5,DEN,away,12,9
DEN,2022,5,IND,home,9,12
NYG,2022,5,GB,away,27,22
GB,2022,5,NYG,home,22,27
PIT,2022,5,BUF,away,3,38
BUF,2022,5,PIT,home,38,3
LAC,2022,5,CLE,away,30,28
CLE,2022,5,LAC,home,28,30
HOU,2022,5,JAX,away,13,6
JAX,2022,5,HOU,home,6,13
CHI,2022,5,MIN,away,22,29
MIN,2022,5,CHI,home,29,22
SEA,2022,5,NO,away,32,39
NO,2022,5,SEA,home,39,32
DET,2022,5,NE,away,0,29
NE,2022,5,DET,home,29,0
MIA,2022,5,NYJ,away,17,40
NYJ,2022,5,MIA,home,40,17
ATL,2022,5,TB,away,15,21
TB,2022,5,ATL,home,21,15
TEN,2022,5,WAS,away,21,17
WAS,2022,5,TEN,home,17,21
SF,2022,5,CAR,away,37,15
CAR,2022,5,SF,home,15,37
PHI,2022,5,ARI,away,20,17
ARI,2022,5,PHI,home,17,20
DAL,2022,5,LAR,away,22,10
LAR,2022,5,DAL,home,10,22
CIN,2022,5,BAL,away,17,19
BAL,2022,5,CIN,home,19,17
LV,2022,5,KC,away,29,30
KC,2022,5,LV,home,30,29
WAS,2022,6,CHI,away,12,7
CHI,2022,6,WAS,home,7,12
SF,2022,6,ATL,away,14,28
ATL,2022,6,SF,home,28,14
NE,2022,6,CLE,away,38,15
CLE,2022,6,NE,home,15,38
JAX,2022,6,IND,away,27,34
IND,2022,6,JAX,home,34,27
NYJ,2022,6,GB,away,27,10
GB,2022,6,NYJ,home,10,27
MIN,2022,6,MIA,away,24,16
MIA,2022,6,MIN,home,16,24
CIN,2022,6,NO,away,30,26
NO,2022,6,CIN,home,26,30
BAL,2022,6,NYG,away,20,24
NYG,2022,6,BAL,home,24,20
TB,2022,6,PIT,away,18,20
PIT,2022,6,TB,home,20,18
CAR,2022,6,LAR,away,10,24
LAR,2022,6,CAR,home,24,10
ARI,2022,6,SEA,away,9,19
SEA,2022,6,ARI,home,19,9
BUF,2022,6,KC,away,24,20
KC,2022,6,BUF,home,20,24
DAL,2022,6,PHI,away,17,26
PHI,2022,6,DAL,home,26,17
DEN,2022,6,LAC,away,16,19
LAC,2022,6,DEN,home,19,16
NO,2022,7,ARI,away,34,42
ARI,2022,7,NO,home,42,34
TB,2022,7,CAR,away,3,21
CAR,2022,7,TB,home,21,3
ATL,2022,7,CIN,away,17,35
CIN,2022,7,ATL,home,35,17
DET,2022,7,DAL,away,6,24
DAL,2022,7,DET,home,24,6
NYG,2022,7,JAX,away,23,17
JAX,2022,7,NYG,home,17,23
IND,2022,7,TEN,away,10,19
TEN,2022,7,IND,home,19,10
CLE,2022,7,BAL,away,20,23
BAL,2022,7,CLE,home,23,20
GB,2022,7,WAS,away,21,23
WAS,2022,7,GB,home,23,21
NYJ,2022,7,DEN,away,16,9
DEN,2022,7,NYJ,home,9,16
HOU,2022,7,LV,away,20,38
LV,2022,7,HOU,home,38,20
SEA,2022,7,LAC,away,37,23
LAC,2022,7,SEA,home,23,37
KC,2022,7,SF,away,44,23
SF,2022,7,KC,home,23,44
PIT,2022,7,MIA,away,10,16
MIA,2022,7,PIT,home,16,10
CHI,2022,7,NE,away,33,14
NE,2022,7,CHI,home,14,33
BAL,2022,8,TB,away,27,22
TB,2022,8,BAL,home,22,27
DEN,2022,8,JAX,away,21,17
JAX,2022,8,DEN,home,17,21
CAR,2022,8,ATL,away,34,37
ATL,2022,8,CAR,home,37,34
CHI,2022,8,DAL,away,29,49
DAL,2022,8,CHI,home,49,29
MIA,2022,8,DET,away,31,27
DET,2022,8,MIA,home,27,31
ARI,2022,8,MIN,away,26,34
MIN,2022,8,ARI,home,34,26
LV,2022,8,NO,away,0,24
NO,2022,8,LV,home,24,0
NE,2022,8,NYJ,away,22,17
NYJ,2022,8,NE,home,17,22
PIT,2022,8,PHI,away,13,35
PHI,2022,8,PIT,home,35,13
TEN,2022,8,HOU,away,17,10
HOU,2022,8,TEN,home,10,17
WAS,2022,8,IND,away,17,16
IND,2022,8,WAS,home,16,17
SF,2022,8,LAR,away,31,14
LAR,2022,8,SF,home,14,31
NYG,2022,8,SEA,away,13,27
SEA,2022,8,NYG,home,27,13
GB,2022,8,BUF,away,17,27
BUF,2022,8,GB,home,27,17
CIN,2022,8,CLE,away,13,32
CLE,2022,8,CIN,home,32,13
PHI,2022,9,HOU,away,29,17
HOU,2022,9,PHI,home,17,29
LAC,2022,9,ATL,away,20,17
ATL,2022,9,LAC,home,17,20
MIA,2022,9,CHI,away,35,32
CHI,2022,9,MIA,home,32,35
CAR,2022,9,CIN,away,21,42
CIN,2022,9,CAR,home,42,21
GB,2022,9,DET,away,9,15
DET,2022,9,GB,home,15,9
LV,2022,9,JAX,away,20,27
JAX,2022,9,LV,home,27,20
IND,2022,9,NE,away,3,26
NE,2022,9,IND,home,26,3
BUF,2022,9,NYJ,away,17,20
NYJ,2022,9,BUF,home,20,17
MIN,2022,9,WAS,away,20,17
WAS,2022,9,MIN,home,17,20
SEA,2022,9,ARI,away,31,21
ARI,2022,9,SEA,home,21,31
LAR,2022,9,TB,away,13,16
TB,2022,9,LAR,home,16,13
TEN,2022,9,KC,away,17,20
KC,2022,9,TEN,home,20,17
BAL,2022,9,NO,away,27,13
NO,2022,9,BAL,home,13,27
ATL,2022,10,CAR,away,15,25
CAR,2022,10,ATL,home,25,15
SEA,2022,10,TB,away,16,21
TB,2022,10,SEA,home,21,16
MIN,2022,10,BUF,away,33,30
BUF,2022,10,MIN,home,30,33
DET,2022,10,CHI,away,31,30
CHI,2022,10,DET,home,30,31
JAX,2022,10,KC,away,17,27
KC,2022,10,JAX,home,27,17
CLE,2022,10,MIA,away,17,39
MIA,2022,10,CLE,home,39,17
HOU,2022,10,NYG,away,16,24
NYG,2022,10,HOU,home,24,16
DEN,2022,10,TEN,away,10,17
TEN,2022,10,DEN,home,17,10
NO,2022,10,PIT,away,10,20
PIT,2022,10,NO,home,20,10
IND,2022,10,LV,away,25,20
LV,2022,10,IND,home,20,25
DAL,2022,10,GB,away,28,31
GB,2022,10,DAL,home,31,28
ARI,2022,10,LAR,away,27,17
LAR,2022,10,ARI,home,17,27
LAC,2022,10,SF,away,16,22
SF,2022,10,LAC,home,22,16
WAS,2022,10,PHI,away,32,21
PHI,2022,10,WAS,home,21,32
TEN,2022,11,GB,away,27,17
GB,2022,11,TEN,home,17,27
CHI,2022,11,ATL,away,24,27
ATL,2022,11,CHI,home,27,24
CLE,2022,11,BUF,away,23,31
BUF,2022,11,CLE,home,31,23
PHI,2022,11,IND,away,17,16
IND,2022,11,PHI,home,16,17
WAS,2022,11,HOU,away,23,10
HOU,2022,11,WAS,home,10,23
LAR,2022,11,NO,away,20,27
NO,2022,11,LAR,home,27,20
NYJ,2022,11,NE,away,3,10
NE,2022,11,NYJ,home,10,3
DET,2022,11,NYG,away,31,18
NYG,2022,11,DET,home,18,31
CAR,2022,11,BAL,away,3,13
BAL,2022,11,CAR,home,13,3
LV,2022,11,DEN,away,22,16
DEN,2022,11,LV,home,16,22
DAL,2022,11,MIN,away,40,3
MIN,2022,11,DAL,home,3,40
CIN,2022,11,PIT,away,37,30
PIT,2022,11,CIN,home,30,37
KC,2022,11,LAC,away,30,27
LAC,2022,11,KC,home,27,30
SF,2022,11,ARI,away,38,10
ARI,2022,11,SF,home,10,38
BUF,2022,12,DET,away,28,25
DET,2022,12,BUF,home,25,28
NYG,2022,12,DAL,away,20,28
DAL,2022,12,NYG,home,28,20
NE,2022,12,MIN,away,26,33
MIN,2022,12,NE,home,33,26
DEN,2022,12,CAR,away,10,23
CAR,2022,12,DEN,home,23,10
TB,2022,12,CLE,away,17,23
CLE,2022,12,TB,home,23,17
BAL,2022,12,JAX,away,27,28
JAX,2022,12,BAL,home,28,27
HOU,2022,12,MIA,away,15,30
MIA,2022,12,HOU,home,30,15
CHI,2022,12,NYJ,away,10,31
NYJ,2022,12,CHI,home,31,10
CIN,2022,12,TEN,away,20,16
TEN,2022,12,CIN,home,16,20
ATL,2022,12,WAS,away,13,19
WAS,2022,12,ATL,home,19,13
LAC,2022,12,ARI,away,25,24
ARI,2022,12,LAC,home,24,25
LV,2022,12,SEA,away,40,34
SEA,2022,12,LV,home,34,40
LAR,2022,12,KC,away,10,26
KC,2022,12,LAR,home,26,10
NO,2022,12,SF,away,0,13
SF,2022,12,NO,home,13,0
GB,2022,12,PHI,away,33,40
PHI,2022,12,GB,home,40,33
PIT,2022,12,IND,away,24,17
IND,2022,12,PIT,home,17,24
BUF,2022,13,NE,away,24,10
NE,2022,13,BUF,home,10,24
PIT,2022,13,ATL,away,19,16
ATL,2022,13,PIT,home,16,19
GB,2022,13,CHI,away,28,19
CHI,2022,13,GB,home,19,28
JAX,2022,13,DET,away,14,40
DET,2022,13,JAX,home,40,14
CLE,2022,13,HOU,away,27,14
HOU,2022,13,CLE,home,14,27
NYJ,2022,13,MIN,away,22,27
MIN,2022,13,NYJ,home,27,22
WAS,2022,13,NYG,away,20,20
NYG,2022,13,WAS,home,20,20
TEN,2022,13,PHI,away,10,35
PHI,2022,13,TEN,home,35,10
DEN,2022,13,BAL,away,9,10
BAL,2022,13,DEN,home,10,9
SEA,2022,13,LAR,away,27,23
LAR,2022,13,SEA,home,23,27
MIA,2022,13,SF,away,17,33
SF,2022,13,MIA,home,33,17
KC,2022,13,CIN,away,24,27
CIN,2022,13,KC,home,27,24
LAC,2022,13,LV,away,20,27
LV,2022,13,LAC,home,27,20
IND,2022,13,DAL,away,19,54
DAL,2022,13,IND,home,54,19
NO,2022,13,TB,away,16,17
TB,2022,13,NO,home,17,16
LV,2022,14,LAR,away,16,17
LAR,2022,14,LV,home,17,16
NYJ,2022,14,BUF,away,12,20
BUF,2022,14,NYJ,home,20,12
CLE,2022,14,CIN,away,10,23
CIN,2022,14,CLE,home,23,10
HOU,2022,14,DAL,away,23,27
DAL,2022,14,HOU,home,27,23
MIN,2022,14,DET,away,23,34
DET,2022,14,MIN,home,34,23
PHI,2022,14,NYG,away,48,22
NYG,2022,14,PHI,home,22,48
JAX,2022,14,TEN,away,36,22
TEN,2022,14,JAX,home,22,36
BAL,2022,14,PIT,away,16,14
PIT,2022,14,BAL,home,14,16
KC,2022,14,DEN,away,34,28
DEN,2022,14,KC,home,28,34
CAR,2022,14,SEA,away,30,24
SEA,2022,14,CAR,home,24,30
TB,2022,14,SF,away,7,35
SF,2022,14,TB,home,35,7
MIA,2022,14,LAC,away,17,23
LAC,2022,14,MIA,home,23,17
NE,2022,14,ARI,away,27,13
ARI,2022,14,NE,home,13,27
SF,2022,15,SEA,away,21,13
SEA,2022,15,SF,home,13,21
IND,2022,15,MIN,away,36,39
MIN,2022,15,IND,home,39,36
BAL,2022,15,CLE,away,3,13
CLE,2022,15,BAL,home,13,3
MIA,2022,15,BUF,away,29,32
BUF,2022,15,MIA,home,32,29
PIT,2022,15,CAR,away,24,16
CAR,2022,15,PIT,home,16,24
PHI,2022,15,CHI,away,25,20
CHI,2022,15,PHI,home,20,25
KC,2022,15,HOU,away,30,24
HOU,2022,15,KC,home,24,30
DAL,2022,15,JAX,away,34,40
JAX,2022,15,DAL,home,40,34
ATL,2022,15,NO,away,18,21
NO,2022,15,ATL,home,21,18
DET,2022,15,NYJ,away,20,17
NYJ,2022,15,DET,home,17,20
ARI,2022,15,DEN,away,15,24
DEN,2022,15,ARI,home,24,15
NE,2022,15,LV,away,24,30
LV,2022,15,NE,home,30,24
TEN,2022,15,LAC,away,14,17
LAC,2022,15,TEN,home,17,14
CIN,2022,15,TB,away,34,23
TB,2022,15,CIN,home,23,34
NYG,2022,15,WAS,away,20,12
WAS,2022,15,NYG,home,12,20
LAR,2022,15,GB,away,12,24
GB,2022,15,LAR,home,24,12
JAX,2022,16,NYJ,away,19,3
NYJ,2022,16,JAX,home,3,19
DET,2022,16,CAR,away,23,37
CAR,2022,16,DET,home,37,23
BUF,2022,16,CHI,away,35,13
CHI,2022,16,BUF,home,13,35
NO,2022,16,CLE,away,17,10
CLE,2022,16,NO,home,10,17
SEA,2022,16,KC,away,10,24
KC,2022,16,SEA,home,24,10
NYG,2022,16,MIN,away,24,27
MIN,2022,16,NYG,home,27,24
CIN,2022,16,NE,away,22,18
NE,2022,16,CIN,home,18,22
HOU,2022,16,TEN,away,19,14
TEN,2022,16,HOU,home,14,19
ATL,2022,16,BAL,away,9,17
BAL,2022,16,ATL,home,17,9
WAS,2022,16,SF,away,20,37
SF,2022,16,WAS,home,37,20
PHI,2022,16,DAL,away,34,40
DAL,2022,16,PHI,home,40,34
LV,2022,16,PIT,away,10,13
PIT,2022,16,LV,home,13,10
GB,2022,16,MIA,away,26,20
MIA,2022,16,GB,home,20,26
DEN,2022,16,LAR,away,14,51
LAR,2022,16,DEN,home,51,14
TB,2022,16,ARI,away,19,16
ARI,2022,16,TB,home,16,19
LAC,2022,16,IND,away,20,3
IND,2022,16,LAC,home,3,20
DAL,2022,17,TEN,away,27,13
TEN,2022,17,DAL,home,13,27
ARI,2022,17,ATL,away,19,20
ATL,2022,17,ARI,home,20,19
CHI,2022,17,DET,away,10,41
DET,2022,17,CHI,home,41,10
JAX,2022,17,HOU,away,31,3
HOU,2022,17,JAX,home,3,31
DEN,2022,17,KC,away,24,27
KC,2022,17,DEN,home,27,24
MIA,2022,17,NE,away,21,23
NE,2022,17,MIA,home,23,21
IND,2022,17,NYG,away,10,38
NYG,2022,17,IND,home,38,10
NO,2022,17,PHI,away,20,10
PHI,2022,17,NO,home,10,20
CAR,2022,17,TB,away,24,30
TB,2022,17,CAR,home,30,24
CLE,2022,17,WAS,away,24,10
WAS,2022,17,CLE,home,10,24
SF,2022,17,LV,away,37,34
LV,2022,17,SF,home,34,37
NYJ,2022,17,SEA,away,6,23
SEA,2022,17,NYJ,home,23,6
MIN,2022,17,GB,away,17,41
GB,2022,17,MIN,home,41,17
LAR,2022,17,LAC,away,10,31
LAC,2022,17,LAR,home,31,10
PIT,2022,17,BAL,away,16,13
BAL,2022,17,PIT,home,13,16
KC,2022,18,LV,away,31,13
LV,2022,18,KC,home,13,31
TEN,2022,18,JAX,away,16,20
JAX,2022,18,TEN,home,20,16
TB,2022,18,ATL,away,17,30
ATL,2022,18,TB,home,30,17
NE,2022,18,BUF,away,23,35
BUF,2022,18,NE,home,35,23
MIN,2022,18,CHI,away,29,13
CHI,2022,18,MIN,home,13,29
BAL,2022,18,CIN,away,16,27
CIN,2022,18,BAL,home,27,16
HOU,2022,18,IND,away,32,31
IND,2022,18,HOU,home,31,32
NYJ,2022,18,MIA,away,6,11
MIA,2022,18,NYJ,home,11,6
CAR,2022,18,NO,away,10,7
NO,2022,18,CAR,home,7,10
CLE,2022,18,PIT,away,14,28
PIT,2022,18,CLE,home,28,14
LAC,2022,18,DEN,away,28,31
DEN,2022,18,LAC,home,31,28
NYG,2022,18,PHI,away,16,22
PHI,2022,18,NYG,home,22,16
LAR,2022,18,SEA,away,16,19
SEA,2022,18,LAR,home,19,16
ARI,2022,18,SF,away,13,38
SF,2022,18,ARI,home,38,13
DAL,2022,18,WAS,away,6,26
WAS,2022,18,DAL,home,26,6
DET,2022,18,GB,away,20,16
GB,2022,18,DET,home,16,20
